ID,Room Num,Floor,Description,Wing,Department
1458,ACA10049,1,STORE EQUIPMENT,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1459,ACA10050,1,STORE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1460,ACA10051,1,STORE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1461,ACA10052,1,STORE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1462,ACA10053,1,STORE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1463,ACA10054,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1464,ACA10055,1,WC STAFF,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1465,ACA10056,1,WC STAFF,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1466,ACA10057,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1467,ACA10058,1,CLEANER,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1468,ACA10059,1,STORE MEDICAL CONSUMABLE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1469,ACA10060,1,LOBBY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1470,ACA10061,1,ENDOSCOPY CLEANING,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1471,ACA10062,1,C ARM BAY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1472,ACA10063,1,STORE HEAVY EQUIPMENT,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1473,ACA10064,1,WORK STATION DOCTORS,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1474,ACA10065,1,STORE CONSUMABLES,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1475,ACA10066,1,CORRIDOR,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1476,ACA10067,1,LOBBY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1477,ACA10070,1,RISER CUPBOARD M/B/1/1,1ST FLOOR CENTRAL,CRITICAL CARE
1478,ACA10071,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1479,ACA10072,1,RISER CUPBOARD M/B/2/1,1ST FLOOR CENTRAL,CRITICAL CARE
1480,ACA10073,1,RECOVERY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1481,ACA10074,1,STAFF BASE RECOVERY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1482,ACA10075,1,RECOVERY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1483,ACA10076,1,RECOVERY VENTILATED,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1484,ACA10077,1,STORE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1485,ACA10078,1,UTILITY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1486,ACA10079,1,CORRIDOR,1ST FLOOR CENTRAL,THEATRE SUPPORT
1487,ACA10080,1,WC,1ST FLOOR CENTRAL,THEATRE SUPPORT
1488,ACA10081,1,RELATIVES ROOM,1ST FLOOR CENTRAL,THEATRE SUPPORT
1489,ACA10082,1,CORRIDOR,1ST FLOOR CENTRAL,THEATRE SUPPORT
1490,ACA10083,1,OFFICE THEATRE MANAGER,1ST FLOOR CENTRAL,THEATRE SUPPORT
1491,ACA10084,1,STAFF CONTROL ROOM,1ST FLOOR CENTRAL,THEATRE SUPPORT
1492,ACA10085,1,STAFF REST ROOM,1ST FLOOR CENTRAL,THEATRE SUPPORT
1493,ACA10086,1,STORE DIRTY,1ST FLOOR CENTRAL,THEATRE SUPPORT
1494,ACA10087,1,CLEANER,1ST FLOOR CENTRAL,THEATRE SUPPORT
1495,ACA10088,1,CHANGE MALE STAFF,1ST FLOOR CENTRAL,THEATRE SUPPORT
1496,ACA10089,1,LOBBY,1ST FLOOR CENTRAL,THEATRE SUPPORT
1497,ACA10090,1,SHOWER,1ST FLOOR CENTRAL,THEATRE SUPPORT
1498,ACA10091,1,SHOWER,1ST FLOOR CENTRAL,THEATRE SUPPORT
1499,ACA10092,1,WC STAFF,1ST FLOOR CENTRAL,THEATRE SUPPORT
1500,ACA10093,1,WC STAFF,1ST FLOOR CENTRAL,THEATRE SUPPORT
1501,ACA10094,1,WC STAFF,1ST FLOOR CENTRAL,THEATRE SUPPORT
1502,ACA10095,1,LOCKERS,1ST FLOOR CENTRAL,THEATRE SUPPORT
1503,ACA10096,1,UNIFORM HOLD,1ST FLOOR CENTRAL,THEATRE SUPPORT
1504,ACA10097,1,RISER CUPBOARD M/B/5/1,1ST FLOOR CENTRAL,THEATRE SUPPORT
1505,ACA10098,1,STAFF CHANGE,1ST FLOOR CENTRAL,THEATRE SUPPORT
1506,ACA10099,1,SHOWER,1ST FLOOR CENTRAL,THEATRE SUPPORT
1507,ACA10100,1,SHOWER,1ST FLOOR CENTRAL,THEATRE SUPPORT
1508,ACA10101,1,WC STAFF,1ST FLOOR CENTRAL,THEATRE SUPPORT
1509,ACA10102,1,WC STAFF,1ST FLOOR CENTRAL,THEATRE SUPPORT
1510,ACA10103,1,WC STAFF,1ST FLOOR CENTRAL,THEATRE SUPPORT
1511,ACA10104,1,LOBBY,1ST FLOOR CENTRAL,THEATRE SUPPORT
1512,ACA10105,1,CHANGE FEMALE STAFF,1ST FLOOR CENTRAL,THEATRE SUPPORT
1513,ACA10106,1,RECEPTION,1ST FLOOR CENTRAL,THEATRE SUPPORT
1514,ACA10107,1,THEATRE SUPPORT MAIN RECEPTION,1ST FLOOR CENTRAL,THEATRE SUPPORT
1515,ACA10108,1,PRE OP HOLD,1ST FLOOR CENTRAL,THEATRE SUPPORT
1516,ACA10109,1,LOBBY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1517,ACA10110,1,CORRIDOR,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1518,ACA10111,1,OUTSIDE AREA,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1519,ACA10112,1,THEATRES MAIN RECEPTION,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1520,ACA10113,1,WAITING / RECOVERY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1521,ACA10114,1,WC DISABLED,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1522,ACA10115,1,WC DISABLED,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1523,ACA10116,1,CUBICLE CONSULTING,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1524,ACA10117,1,EXAM,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1525,ACA10118,1,STORAGE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1526,ACA10119,1,EXAM,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1527,ACA10120,1,CUBICLE CONSULTING,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1528,ACA10121,1,EXIT BAY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1529,ACA10122,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1530,ACA10123,1,CORRIDOR,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1531,ACA10124,1,STORE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1532,ACA10125,1,STORE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1533,ACA10126,1,STORE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1534,ACA10127,1,STORE LINEN,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1535,ACA10128,1,ANAESTHETIC ROOM,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1536,ACA10129,1,DIRTY UTILITY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1537,ACA10130,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1538,ACA10131,1,EXIT BAY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1539,ACA10132,1,THEATRE OPERATING 09,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1540,ACA10133,1,SCRUB UP,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1541,ACA10134,1,PREPARATION,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1542,ACA10135,1,THEATRE OPERATING 10,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1543,ACA10136,1,SCRUB UP,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1544,ACA10137,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1545,ACA10138,1,DIRTY UTILITY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1546,ACA10139,1,ANAESTHETIC ROOM,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1547,ACA10140,1,STORE EQUIPMENT,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1548,ACA10141,1,SCRUB UP,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1549,ACA10142,1,PREPARATION,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1550,ACA10143,1,SCRUB UP,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1551,ACA10144,1,THEATRE OPERATING 11,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1552,ACA10145,1,EXIT BAY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1553,ACA10146,1,C ARM BAY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1554,ACA10147,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1555,ACA10148,1,ANAESTHETIC ROOM,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1556,ACA10149,1,DIRTY UTILITY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1557,ACA10150,1,DIRTY UTILITY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1558,ACA10151,1,ANAESTHETIC ROOM,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1559,ACA10152,1,CORRIDOR,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1560,ACA10153,1,THEATRE OPERATING 12,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1561,ACA10154,1,ANAESTHETIC ROOM,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1562,ACA10155,1,DIRTY UTILITY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1563,ACA10156,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1564,ACA10157,1,EXIT BAY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1565,ACA10158,1,THEATRE OPERATING 14,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1566,ACA10159,1,SCRUB UP,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1567,ACA10160,1,PREPARATION,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1568,ACA10161,1,THEATRE OPERATING 15,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1569,ACA10162,1,SCRUB UP,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1570,ACA10163,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1571,ACA10164,1,DIRTY UTILITY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1572,ACA10165,1,ANAESTHETIC ROOM,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1573,ACA10166,1,PLASTER ROOM,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1574,ACA10167,1,PREPARATION,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1575,ACA10168,1,THEATRE OPERATING 16,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1576,ACA10169,1,SCRUB UP,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1577,ACA10170,1,C ARM BAY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1578,ACA10171,1,C ARM BAY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1579,ACA10172,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1580,ACA10173,1,ANAESTHETIC ROOM,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1581,ACA10174,1,DIRTY UTILITY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1582,ACA10175,1,DIRTY UTILITY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1583,ACA10176,1,ANAESTHETIC ROOM,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1584,ACA10177,1,THEATRE OPERATING 21,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1585,ACA10178,1,PREPARATION,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1586,ACA10179,1,SCRUB UP,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1587,ACA10180,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1588,ACA10181,1,STORE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1589,ACA10182,1,EXIT BAY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1590,ACA10183,1,CORRIDOR,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1591,ACA10184,1,WORK STATION DOCTORS,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1592,ACA10185,1,COMMS ROOM,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1593,ACA10186,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1594,ACA10187,1,STORE OPTHALMIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1595,ACA10188,1,OPTHALMOLOGY CONSUMABLES,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1596,ACA10189,1,LOBBY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1597,ACA10190,1,EXIT BAY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1598,ACA10191,1,OPTHALMIC THEATRE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1599,ACA10192,1,SCRUB UP,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1600,ACA10193,1,PREPARATION,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1601,ACA10194,1,SCRUB UP,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1602,ACA10195,1,THEATRE OPERATING 22 OPTHALMIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1603,ACA10196,1,EXIT BAY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1604,ACA10197,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1605,ACA10198,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1606,ACA10199,1,EXIT BAY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1607,ACA10200,1,ANAESTHETIC ROOM,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1608,ACA10201,1,DIRTY UTILITY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1609,ACA10202,1,DIRTY UTILITY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1610,ACA10203,1,ANAESTHETIC ROOM,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1611,ACA10204,1,C ARM BAY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1612,ACA10205,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1613,ACA10206,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1614,ACA10207,1,EXIT BAY,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1615,ACA10208,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1616,ACA10209,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1617,ACA10210,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1618,ACA10211,1,CUPBOARD ELECTRIC,1ST FLOOR CENTRAL,THEATRE SUPPORT
1619,ACA10212,1,PLANT ROOM THEATRES,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
1620,ACC40001,4,CORRIDOR,4TH FLOOR WEST WING,PATHOLOGY
1621,ACC40002,4,STAFF ROOM,4TH FLOOR WEST WING,PATHOLOGY
1622,ACC40003,4,WC,4TH FLOOR WEST WING,PATHOLOGY
1623,ACC40004,4,WC,4TH FLOOR WEST WING,PATHOLOGY
1624,ACC40005,4,WC DISABLED,4TH FLOOR WEST WING,PATHOLOGY
1625,ACC40006,4,STORE RECORDS,4TH FLOOR WEST WING,PATHOLOGY
1626,ACC40007,4,OFFICE TEAM,4TH FLOOR WEST WING,PATHOLOGY
1627,ACC40008,4,FLURESENCE MOLECULAR,4TH FLOOR WEST WING,PATHOLOGY
1628,ACC40009,4,OFFICE TEAM,4TH FLOOR WEST WING,PATHOLOGY
1629,ACC40010,4,CORRIDOR,4TH FLOOR WEST WING,PATHOLOGY
1630,ACC40011,4,ANEROBIC/EPIDERMOLGY,4TH FLOOR WEST WING,PATHOLOGY
1631,ACC40012,4,CUPBOARD ELECTRIC,4TH FLOOR WEST WING,PATHOLOGY
1632,ACC40013,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1633,ACC40014,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1634,ACC40015,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1635,ACC40016,4,SEMINAR ROOM,4TH FLOOR WEST WING,PATHOLOGY
1636,ACC40017,4,FOOD / ENVIRONMENTAL,4TH FLOOR WEST WING,PATHOLOGY
1637,ACC40018,4,WASH UP,4TH FLOOR WEST WING,PATHOLOGY
1638,ACC40019,4,AUTOCLAVES,4TH FLOOR WEST WING,PATHOLOGY
1639,ACC40020,4,AUTOCLAVES,4TH FLOOR WEST WING,PATHOLOGY
1640,ACC40021,4,MEDIA PREP,4TH FLOOR WEST WING,PATHOLOGY
1641,ACC40022,4,LAB GENERAL BACT,4TH FLOOR WEST WING,PATHOLOGY
1642,ACC40023,4,COLD ROOM,4TH FLOOR WEST WING,PATHOLOGY
1643,ACC40024,4,OFFICE GNRL BACT LAB,4TH FLOOR WEST WING,PATHOLOGY
1644,ACC40025,4,STORE REAG / COLD,4TH FLOOR WEST WING,PATHOLOGY
1645,ACC40026,4,CYTOLOGY/SCREENING,4TH FLOOR WEST WING,PATHOLOGY
1646,ACC40027,4,PAMS,4TH FLOOR WEST WING,PATHOLOGY
1647,ACC40028,4,STORE RECORDS,4TH FLOOR WEST WING,PATHOLOGY
1648,ACC40029,4,CYTOLOGY PREP GYNAE,4TH FLOOR WEST WING,PATHOLOGY
1649,ACC40030,4,CYTOLOGY PRE STYST,4TH FLOOR WEST WING,PATHOLOGY
1650,ACC40031,4,HISTOLOGY,4TH FLOOR WEST WING,PATHOLOGY
1651,ACC40032,4,STORE HISTOLOGY,4TH FLOOR WEST WING,PATHOLOGY
1652,ACC40033,4,SPECIMEN CUT UP,4TH FLOOR WEST WING,PATHOLOGY
1653,ACC40034,4,LAB CATEGORY 2,4TH FLOOR WEST WING,PATHOLOGY
1654,ACC40035,4,CUPBOARD ELECTRIC,4TH FLOOR WEST WING,PATHOLOGY
1655,ACC40036,4,STORE CHEMICAL,4TH FLOOR WEST WING,PATHOLOGY
1656,ACC40037,4,STORE WASTE HOLDING,4TH FLOOR WEST WING,PATHOLOGY
1657,ACC40038,4,OFFICE REGISTRAR'S,4TH FLOOR WEST WING,PATHOLOGY
1658,ACC40039,4,CORRIDOR,4TH FLOOR WEST WING,PATHOLOGY
1659,ACC40040,4,IT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1660,ACC40041,4,CUPBOARD ELECTRIC,4TH FLOOR WEST WING,PATHOLOGY
1661,ACC40042,4,LABORATORY MAIN,4TH FLOOR WEST WING,PATHOLOGY
1662,ACC40043,4,LABORATORY MAIN,4TH FLOOR WEST WING,PATHOLOGY
1663,ACC40044,4,PATHOLOGY MAIN RECEPTION,4TH FLOOR WEST WING,PATHOLOGY
1664,ACC40045,4,BLOOD REFRIGERATION,4TH FLOOR WEST WING,PATHOLOGY
1665,ACC40046,4,BLOOD BANK,4TH FLOOR WEST WING,PATHOLOGY
1666,ACC40047,4,FREEZER ROOM,4TH FLOOR WEST WING,PATHOLOGY
1667,ACC40048,4,COLD ROOM,4TH FLOOR WEST WING,PATHOLOGY
1668,ACC40049,4,CORRIDOR,4TH FLOOR WEST WING,PATHOLOGY
1669,ACC40050,4,MICROBIOLOGY CONSULT,4TH FLOOR WEST WING,PATHOLOGY
1670,ACC40051,4,MICROBIOLOGY CONSULT,4TH FLOOR WEST WING,PATHOLOGY
1671,ACC40052,4,MICROBIOLOGY CONSULT,4TH FLOOR WEST WING,PATHOLOGY
1672,ACC40053,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1673,ACC40054,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1674,ACC40055,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1675,ACC40056,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1676,ACC40057,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1677,ACC40058,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1678,ACC40059,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1679,ACC40060,4,OFFICE TEAM,4TH FLOOR WEST WING,PATHOLOGY
1680,ACC40061,4,IT HUB,4TH FLOOR WEST WING,PATHOLOGY
1681,ACC40062,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1682,ACC40063,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1683,ACC40064,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1684,ACC40065,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1685,ACC40066,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1686,ACC40067,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1687,ACC40068,4,CONSULTANT ROOM,4TH FLOOR WEST WING,PATHOLOGY
1688,ACC40069,4,SECRETARY / ADMIN,4TH FLOOR WEST WING,PATHOLOGY
1689,ACC40070,4,RECEPTION,4TH FLOOR WEST WING,PATHOLOGY
1690,ACC40071,4,CORRIDOR,4TH FLOOR WEST WING,PATHOLOGY
1691,ACC40072,4,OFFICE GENERAL,4TH FLOOR WEST WING,PATHOLOGY
1692,ACC40073,4,PRINT / POST ROOM,4TH FLOOR WEST WING,PATHOLOGY
1693,ACC40074,4,LIBRARY / STUDY,4TH FLOOR WEST WING,PATHOLOGY
1694,ACC40075,4,JUNIOR DRS,4TH FLOOR WEST WING,PATHOLOGY
1695,ACC40076,4,STORE CONSUM/DISPOS,4TH FLOOR WEST WING,PATHOLOGY
1696,ACC40077,4,CORRIDOR,4TH FLOOR WEST WING,PATHOLOGY
1697,ACC40078,4,IT HUB,4TH FLOOR WEST WING,PATHOLOGY
1698,ACC40079,4,CUPBOARD ELECTRIC,4TH FLOOR WEST WING,PATHOLOGY CHANGING ROOMS
1699,ACC40080,4,CORRIDOR,4TH FLOOR WEST WING,PATHOLOGY CHANGING ROOMS
1700,ACC40081,4,CHANGING ROOM MALE STAFF,4TH FLOOR WEST WING,PATHOLOGY CHANGING ROOMS
1701,ACC40082,4,WC,4TH FLOOR WEST WING,PATHOLOGY CHANGING ROOMS
1702,ACC40083,4,WC,4TH FLOOR WEST WING,PATHOLOGY CHANGING ROOMS
1703,ACC40084,4,CHANGING ROOM FEMALE STAFF,4TH FLOOR WEST WING,PATHOLOGY CHANGING ROOMS
1704,ACC40085,4,CATEGORY 3 ROOM,4TH FLOOR WEST WING,PATHOLOGY
1705,ACC40086,4,LOBBY CATEGORY 3 RM,4TH FLOOR WEST WING,PATHOLOGY
1706,ACC40087,4,CORRIDOR,4TH FLOOR WEST WING,PATHOLOGY
1707,ACC40088,4,RISER CUPBOARD E/A/1/4,4TH FLOOR WEST WING,PATHOLOGY
1708,ACC40089,4,RISER CUPBOARD M/A/4/4,4TH FLOOR WEST WING,PATHOLOGY CHANGING ROOMS
1709,ACC40090,4,RISER CUPBOARD M/A/3/4,4TH FLOOR WEST WING,PATHOLOGY
1710,ACC40091,4,RISER CUPBOARD M/A/2/4,4TH FLOOR WEST WING,PATHOLOGY
1711,ACC40092,4,LOBBY,4TH FLOOR WEST WING,PATHOLOGY
1712,ACC40093,4,RISER CUPBOARD M/A/1/4,4TH FLOOR WEST WING,PATHOLOGY
1713,ACC40094,4,RISER CUPBOARD M/A/5/4,4TH FLOOR WEST WING,PATHOLOGY
1714,ACD40001,4,OFFICE TU,4TH FLOOR WEST WING,OCCUPATIONAL HEALTH
1715,ACD40002,4,STORE,4TH FLOOR WEST WING,OCCUPATIONAL HEALTH
1716,ACD40003,4,CONSULT / EXAM,4TH FLOOR WEST WING,OCCUPATIONAL HEALTH
1717,ACD40004,4,WAITING,4TH FLOOR WEST WING,OCCUPATIONAL HEALTH
1718,ACD40005,4,OFFICE OCC HEALTH,4TH FLOOR WEST WING,OCCUPATIONAL HEALTH
1719,ACD40006,4,OFFICE H & S,4TH FLOOR WEST WING,OCCUPATIONAL HEALTH
1720,ACD40007,4,OFFICE H & S,4TH FLOOR WEST WING,OCCUPATIONAL HEALTH
1721,ACD40008,4,INTERVIEW ROOM,4TH FLOOR WEST WING,OCCUPATIONAL HEALTH
1722,ACD40009,4,STORE RECORDS,4TH FLOOR WEST WING,OCCUPATIONAL HEALTH
1723,ACD40010,4,STORE,4TH FLOOR WEST WING,OCCUPATIONAL HEALTH
1724,ACD40011,4,WC,4TH FLOOR WEST WING,OCCUPATIONAL HEALTH
1725,ACD40012,4,CORRIDOR,4TH FLOOR WEST WING,OCCUPATIONAL HEALTH
1726,ACE40001,4,OFFICE INFECTION CTL,4TH FLOOR WEST WING,CONTROL OF INFECTION
1727,ACE40002,4,OFFICE,4TH FLOOR WEST WING,CONTROL OF INFECTION
1728,ACE40003,4,OFFICE,4TH FLOOR WEST WING,CONTROL OF INFECTION
1729,ACE40004,4,RESOURCE ROOM,4TH FLOOR WEST WING,CONTROL OF INFECTION
1730,ACF40001,4,CUPBOARD CLEANER,4TH FLOOR WEST WING,OCCUPATIONAL HEALTH
1731,ACF40002,4,SEMINAR ROOM,4TH FLOOR WEST WING,LEGAL & ADMIN
1732,ACF40003,4,CUPBOARD ELECTRIC,4TH FLOOR WEST WING,LEGAL & ADMIN
1733,ACF40004,4,STORE,4TH FLOOR WEST WING,LEGAL & ADMIN
1734,ACF40005,4,CORRIDOR,4TH FLOOR WEST WING,LEGAL & ADMIN
1735,ACF40006,4,WC DISABLED,4TH FLOOR WEST WING,LEGAL & ADMIN
1736,ACF40007,4,WC,4TH FLOOR WEST WING,LEGAL & ADMIN
1737,ACF40008,4,WAITING,4TH FLOOR WEST WING,LEGAL & ADMIN
1738,ACF40009,4,TECH CNTRL/EQUIP,4TH FLOOR WEST WING,LEGAL & ADMIN
1739,ACF40010,4,CLINICAL ROOM,4TH FLOOR WEST WING,LEGAL & ADMIN
1740,ACF40011,4,CLINICAL ROOM,4TH FLOOR WEST WING,LEGAL & ADMIN
1741,ACF40012,4,CLINICAL ROOM,4TH FLOOR WEST WING,LEGAL & ADMIN
1742,ACF40013,4,CLINICAL ROOM,4TH FLOOR WEST WING,LEGAL & ADMIN
1743,ACF40014,4,OFFICE,4TH FLOOR WEST WING,LEGAL & ADMIN
1744,ACF40015,4,OFFICE,4TH FLOOR WEST WING,LEGAL & ADMIN
1745,ACF40016,4,OFFICE,4TH FLOOR WEST WING,LEGAL & ADMIN
